id,text,BJP,Congress,Others
480,Bjp will vin 350+ seats in 2019 LS election. Because of good governance by modiji. ,1,0,0
481,BJP in 19 !!!?,1,0,0
482,"Bjp will loose because they are all fake, buying news reporter(anjana om kashyab, Sudhir, Vinod Mishra) ,helping top tier businessman",0,1,1
483,BJP may not get two digits in Loksabha elections. ,0,1,1
484,Amit ShaH fat guy is a murderer criminal cheater but can't win 2019 election.  This stupid knows how to hack EVM?,0,1,1
485,Make Shashi Tharoor the candidate for Congress and I'll vote without hesitation.,0,1,0
486,Congress is best .... Modi destroy media & haters .... same as like Adlof hitler in Germany?,0,1,0
487,"Although supported and elected by Hindus, BJP has failed to uphold the values of Hindus.",0,1,1
488,Congres is tha best rahul gandi is the great?,0,1,0
489,Congress win the All India we love Rahul Bhaiya?,0,1,0
490,2019 modi ji?,1,0,0
491,NEXT PM SIDHU G. INSHA ALLAH?,0,0,1
492,well done Congrats for Congress zindabad?,0,1,0
493,Congress will come in power?,0,1,0
494,BJP spreaded hate against Congress across the country instead of focussing on major problems of India.?,0,1,1
495,I had already predicted the defeat of bjp this was bound to happen!?,0,1,1
496,If government allows me to vote... I will vote all votes of my life to bjp?,1,0,0
497,What a joke modi bjp?,0,1,1
498,9999999999 rahul=1 modi?,0,1,0
499,I want modi to win 2019 elections.,1,0,0
500,Can't even imagine Congress return to Power in 2019.. God must save this Country..?,1,0,1
501,godfather of all politician..SHREE NARENDRA.MODI....JAY HO..?,1,0,0
502,yesssss congress zinda  baat ..?,0,1,0
503,ABKIBAR CONGRESS SARKAR?,0,1,0
504,Only BJP should win more than 389 seats in lokshabha election 2019,1,0,0
505,Will vote for BJP in 2019?,1,0,0
506,BJP will not cross more than 150 only states party will rule?,0,1,1
507,BJP will get majority?,1,0,0
508,Only BJP....NAMO AGAIN?,1,0,0
509,Next pm rahul zindabad????????????????????????,0,1,0
510,100% UPA (United progressive alliance) will come?,0,1,0
511,Modi will loose and we will have a new PM?,0,1,1
512,NDA is hope?,1,0,0
513,"modi is great, full mandate milega?",1,0,0
514,"Still great danger that BJP could come to power after the disasters of demonetization, GST, Aadhar card etc. ",0,1,1
515,Modi is the best ,1,0,0
516,Bjp will form gov once again?,1,0,0
517,modi hero?,1,0,0
518,Modi Ji will be also win in 2019 Election . With  gets majority.400+?,1,0,0
519,BJP will get 39 seats because they talked a lot but delivered virtually nothing.?,0,1,1
520,Bsp?,0,0,1
521,modi can't win without cheating?,0,1,1
522,Next pm Rahul Gandhi ji?,0,1,0
523,Neither Modi ji not rahul in 2019 Third front  PM candidate sharad pawar/ mamta banarji?,0,0,1
524,Jay congress Rahul baba hamara?,0,1,0
525,This survey proves people of India are not happy with BJP & NDA?,0,1,1
526,Shame...illiterate party is bjp....almost all are illiterates?,0,1,1
527,narendra modi popular will not work in 2019.. because each & every individuals personally affected his poor governance...?,0,1,1
528,Modi will win in 2019 with more than 50% of all votes cast in entire India.?,1,0,0
529,Come back congress and save my India from This Satanic party?,0,1,0
530," If Congress take power, there goes our growth path!?",0,1,0
531,"Rahul Gandhi Zindabad Congress Party Zindabad, Pilot Zindabad in Rajasthan, Scindia In MP Zindabad, Chhatishgarh congress party Zindabad.?",0,1,0
532,Yes I don't believe in any other govt but on Modi ji & BJP?,1,0,0
533,BJP murdabad..?,0,1,1
534,RAGA WILL DEFEAT NAMO IN 2019?,0,1,0
535,ONLY  ÇONGRESS  can rule  INDIA  Well?,0,1,0
536,Terrorist party hai Congress never come again Modi again 2019?,1,0,0
537,BJP will win all the states with great margin. All exit poll results will be proved wrong. corrupt scam party will not win any election in future.?,1,0,0
538,Modi and BJP will fail miserably unless EVM is not tempered. Peoples mood is against BJP.?,0,1,1
539,Nice too view next is modi.. No one having ability to beat him?????,1,0,0
540,We want Modi ji as P. M. again n again...?,1,0,0
541,Here look that BJP is only a great and good party ??   vote for BJP,1,0,0
542,Modi will cry soon?????,0,1,1
543,First let Modi to complete his  inaugurations. BJP RSS knows date in advance Coffin for Feku is ready?,0,1,1
544,Bye bye .feku?,0,1,1
545,SAY NO TO MODI BJP AT 2019?,0,1,1
546,Feku preparing to mess up EVM's?,0,1,1
547,VOTE CONGRESS?,0,1,0
548,Don't vote for congress and save India....?,1,0,1
549,Modi fekuuuuu u tym is over --- We want our Real India - cultured india --- beautiful india back ???,0,1,1
550,Namo again..modi 300+++?????,1,0,0
551,"As i am new to politics , Am just 18 . Though modi lies but i have seen development of my area in his rule . Congress never developed my area .?",1,0,0
552,"Bro exercise your voting right in 2019 elections and vote for Modi and make sure that he becomes the PM once again, you'll see the development in near future, it takes time to implement change in  a populous country like ",1,0,0
553,.I am voting BJP this time,1,0,0
554,We support modi not bjp for developing india,1,0,0
555,"bjp ..will win with a clear majority,,mission..290+?",1,0,0
556,Modi will win 2019. BJP will win more than 325 seat?,1,0,0
557,Modi magic is weaker now.People finally realized the false promise of Modi,0,1,1
558,For nation we have to choose Modi?,1,0,0
559,Congress all the way???,0,1,0
560,Modiji 400 plus and congress zero?,1,0,0
561,In Assam no Assamese will vote for fraud BJP because they are trying to bring Bangladeshi Hindu.?,1,0,0
562,BJP government will be win in 2019 it is in writing no sp no bsp?,1,0,0
563,Namo effect bas namo namo namo namo namo?,1,0,0
564,Bjp will lose 2019?,0,1,1
565,Nobody in India is to be compared with Modiji that is well known to everybody of India.?,1,0,0
566,Vote for Congress means vote for Pakistan because Pakistan desperately want Congress come to power.?,1,0,1
567,"Bjp win,, challenge u India TV?",1,0,0
568,Money make anything but nowadays most part of India people realised bjp failure?,0,1,1
569,Only MODI ji?,1,0,0
570,We want educated pm not Chai wala?,0,1,1
571,only congress only Rahul ji?,0,1,0
572,NDA will win 2019 LS?,1,0,0
573,If Modiji.. loses in election ....it would be a nation loss.....never miss Modiji...?,1,0,0
574,I am congressi ....but after 10% quota ...I am voting BJP this time?,1,0,0
575,Bjp will lead and government will of NDA?,1,0,0
576,No jobs formars are dieing small business are getting close ganga river not clean BJP is coming in 2019?,1,0,0
577,Jai hind Jai bharat Jai Narendra Modi only Modi?,1,0,0
578,I love congress party?,0,1,0
579,Modi is the best ,1,0,0
580,Joker Congress spokesperson?,1,0,1
581,Modi vot for modi?,1,0,0
582,Nda 350?,1,0,0
583,Vote for modi only?,1,0,0
584,2019 will be BJP will more than 300+?,1,0,0
585,Only Modi. No other option. Abki baar 400 paar.?,1,0,0
586,2019 election Results. BJP-160-165. Congress-170-175. Other-209-213?,0,0,1
587,Bjp =0?,0,1,1
588,Namo again?,1,0,0
589,BJP is Zero in West Bengal ...?,0,1,1
590,Vot for Modi ji?,1,0,0
591,"bjp ..will win with a clear majority,,mission..290+?",1,0,0
592,Hung parliament?,0,1,1
593,bjp murdabad?,0,1,1
594,Congress will win in lok saba election 2019?,0,1,0
595,BJP cannot reach double figure?,0,1,1
596,Rahul ghandi next. Pm?,0,1,0
597,?? percent BJP will not touch the 150 mark.   Agar aapka exit poll sahi hua to Modiji PM nahi banege.......?,0,1,1
598,congress is the most corrupted party in the world.?,1,0,1
599,Rahul next pm 300+?,0,1,0
600,"I the citizen of india, i want to develop my nation, for me india first is there then my religion, caste, region. What happened earlier causes a massive lost to my country from 70 years bcoz of lack of knowledge. I dont want again corruption, inflation, terrorism, bomb blast and i will vote for Modi only.?",1,0,0
601,Congress 90%?,0,1,0
602,All 48 seats in maharashtra will be bagged by MODI Ji...?,1,0,0
603, BJP is promoting to hurt and destroy India.,1,0,0
604,"Yes seriously cyper police should monitor all fake and dangerous news spreading all over the nation by the BJP I T cell and BJP party government gunda's through, what's app, Face book, Twitter, and through all Modi Godi media Channels, Must be Crackdown with serious action, .. Jai Hind?",0,1,1
605,BJP IS LIAR PARTY?,0,1,1
606,Educate BJP stop cow dung?,0,1,1
607,He is a paid agent of BJP. EXCEPT BJP supporter nobody believes him.?,0,1,1
608,Rahul Gandhi would come to 2019,0,1,0
609,Please win..we are tired of bjp..god show mercy on us?,0,1,1
610,Nice rahul gandhi ...Next PM?,0,1,0
611,Keep going rahul?,0,1,0
612,Congress will win in 2019?,0,1,0
613,Only Rahul Gandhi 2019?,0,1,0
614,"Rahul Gandhi will be wrong again , just like he is wrong everytime.?",1,0,1
615,We are with u Rahul. Mahatma gandhis sake I'll stand for Congress?,0,1,0
616,Pl congress........boycot Rahul Gandhi......then  wl survive?,1,0,1
617,Rahul Gandhi is a charismatic youth icon of India .?,0,1,0
618,Very nice ver Rahul sir first very?,0,1,0
619,Next PM Rahul . Rahul Rahul Rahul...?,0,1,0
620,paapu will be pappu ....let him make jokes?,1,0,1
621,I don't know why people are against Rahul Gandhi. Let's give him a chance. I don't want my people to fight for religion every single day.?,0,1,0
622,I don't know why people are against him. Let's give him a chance. I don't want my people to fight for religion every single day.?,1,0,1
623,Dear Rahul that was funny keep entertaining us  god bless u???,1,0,1
624,Do you want Rahul Gandhi to be the PM of India? Heaven help in india.?,1,0,1
625,Better God save India from FEKU and RSS?,0,1,1
626,ANOTHER FAKE GHANDHI,1,0,1
627,RAHUL FAKE GHANDHI,1,0,1
628,CORRUPTION KINGS CONGRESS,1,0,1
629,Lets give Pappu Gandhi some Toys to play with so he stops Crying.?,1,0,1
630,Modi destroyer of India?,0,1,1
631,"Yes, I want Rahul Gandhi to be PM of India! Heaven will will help India by making Rahul Gandhi as PM!?",0,1,0
632,"Under Modi, the rupee has devalued significantly, corruption rank has increased, freedom is oppressed, crime rate and rape has also increased. Modi is no different Kim Jong Un of North Korea!?",0,1,1
633,"i love my BJP-NDDP,,iam from Nagaland???",1,0,0
634,Rahul has matured as a leader in his own right.?,0,1,0
635,Rahul gandhi still the same pappu,1,0,1
636,no match for mighty MODI?,1,0,0
637,"Dude, he is called pappu. Real maturity lol..in his wet dreams",1,0,1
638,Definetly BJP will win in 2019 dont worry everybody.?,1,0,0
639,"Congress the Best for Democracy,Secular,Social Harmony,Peace & Development?",0,1,0
640,Rahul gandhi?,0,1,0
641,Congress come back.?,0,1,0
642,RG REAL HERO?,0,1,0
643,Joker pappu?,1,0,1
644,Feku modi?????????,0,1,1
645,NDTV is working hard to build pappu's career...but they forget that pappu cant dance saala.?,1,0,1
646,Only Rahul can lead 2019?,0,1,0
647,congress down the gutter.?,1,0,1
648,the fall of the chaiwalas feku politics will start from karnataka elections,0,1,1
649,bbn bb feku n fat shah n family will spend their lives in jail,0,1,1
650,Rahul will lead the prostitutes to the brothel?,1,0,1
651,"Democracy is at stake,  anyone other than Modi will save India",0,1,1
652,"I will vote for BJP,",1,0,0
653,Haan I'm waiting for Congress.,0,1,0
654,Congress is best for India?,0,1,0
655,Plz vote BJP to see New India. Like this if you would vote BJP.?,1,0,0
656,I bet there would be no one from any party except our honourable PM NARENDRA MODI who can change our country and make it to the top?,1,0,0
657,Congress?,0,1,0
658,NDTV is mouth peace of Nehru family party ... Even the anchor want to save congress?,1,0,1
659,Congress win in Telangana?,0,1,0
660,Rahul next pm nice joke ??????????,1,0,1
661,Vot for Congress?,0,1,0
662,Win Congress Win...?,0,1,0
663,Modi will win 2019.?,1,0,0
664,AAP (Arwinder Kejriwal)?,0,0,1
665,Congress in Rajasthan madhyapradesh and chattisgadrh?,0,1,0
666,Vote for hindu vote for bjp?,1,0,0
667,only for congress in come three state frome next pm shree Rahul gandhi?,0,1,0
668,Pm Rahul Gandhi  2019?,0,1,0
669,Only congres not feku?,0,1,0
670,nice nice PM Modi ji?,1,0,0
671,Again modi is prime minister.?,1,0,0
672,I want to see India rising up guys in rule of BJP and not falling. If Congress comes then all hopes for New India are gone.?,1,0,0
673,vote for Congress i am from haryana and next year I vote for first time I will vote for Congress or any other party but not for bjp?,0,1,0
674,Congress win three state?,0,1,0
675,only modi ji?,1,0,0
676,BJP has still EVM option to win these assembly polls?,0,1,1
677,Vote for modi for davlapment?,1,0,0
678,Modi win in 2019?,1,0,0
679,Full form of Modi is maker of developed India?,1,0,0
680,Both Congress party and AAP party are acceptable in Delhi,0,1,1
681,Pappu can’t dance,1,0,1
682,Vote for Congress . Vote for unity?,0,1,0
683,Rahul?,0,1,0
684,BIG SLAP ON CONGRESS,1,0,1
685,Bengal... Odissa... . Kerala.. Tamilnadu.. Andhra.. When bjp wins all these states.. That would be golden Era?,1,0,0
686,Bjp will win 300 seat alone?,1,0,0
687,It's April 1st joke that BJP will win In south Indian states.?,0,1,1
688,"Definitely it will be BJP, modi is great leader. People want development.?",1,0,0
689,Modi will win 2019 very handsomely,1,0,0
690,modi is the best leader than rahul,1,0,0
691,BJP downfall started.. So happy for that..?,0,1,1
692,BJP is only answer for next 10 years atleast?,1,0,0
693,bjp coming next govt 2019?,1,0,0
694,One man Tiger Modi?,1,0,0
695,B.J.P. Will Win Chatisgarh Assembly Election Just 2018?,1,0,0
696,Modi is the best pm modi jindabad?,1,0,0
697,Godi media hai. zee news?,0,1,1
698,Rahul up...up.,0,1,0
699,Modi = Biggest Jumla Baaz?,0,1,1
700,Congress finish?,1,0,1
701,Jumle Baaz Modi,0,1,1
702,Vote for bjp sarkar?,1,0,0
703,Pappu is not acceptable to anyone?,1,0,1
704,Only modi modi modi modi modi modi modi modi modi modi modi?,1,0,0
705,**BSP WIN MAYAWATI WIN**?,0,0,1
706,BJP BJP BJP BJP BJP BJP?,1,0,0
707,RaGa is the medication?,0,1,0
708,Modi modi only modi?,1,0,0
709,please vote to BJP and give big victory to modiji?,1,0,0
710,Rahul baba,0,1,0
711,All institutions has been corrupted by a virus called feku.?,0,1,1
712,NaMo again ?????,1,0,0
713,Only bjp can save India now,1,0,0
714,Gandhi family is a curse for this country?,1,0,1
715,"Both aap and congres are democratic party ...so both should fight together against fascist ,comunal and manuwadi bjp ...?",0,1,1
716,"if congress comes in power, we can hope Kejriwal can work independently as CM of Delhi?",0,1,1
717,Next pm rahul gandi.?,0,1,0
718,CONGRESS 2019?,0,1,0
719,Bjp is best?,1,0,0
720,congress is great party,0,1,0
721,I am sure many of these modi bhakths will get a heart attack on may 23?????,0,1,1
722,Don't worry BJP has strong base in TN than congress...?,1,0,0
723,"Seriously , Rahul Gandhi is ahead of Modi in TN . God save us !?",1,0,0
724,Jai Hind ...Congress ....2019?,0,1,0
725,Again Modi government?,1,0,0
726,Corrupt Congress has destroyed the country,1,0,1
727,Modi will be PM.?,1,0,0
728,BJP will get 0 in TN ...?,0,1,1
